Post ID,Post Message,Type,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Average time video viewed,Lifetime Video length
1277547548992987_3842283869185996,"Event Link: https://www.facebook.com/events/261544025486665/ –––––––––––  Are you the brightest star of the campus? Maybe unknowingly you are, but you never put your skills to the test to figure that out! The Biggest intra-AUST Tech-Biz event is back in search of Tony Stark in AUST Campus! AUST IDC has brought that opportunity to discover your potential and prove it in front of the whole campus!  Believe in yourself and don’t stand still, because the glory is yours to take! This is the time to unleash your potential. 𝗜𝗻𝗻𝗼𝘃𝗲𝗻𝘁𝘂𝗿𝗲 is solely dedicated to challenge the brightest minds of AUST and inspire them to test their skills. This year, we have brought 5 exciting segments that are sure to challenge your technical skills and elevate them to another level. • Event Date: 𝗙𝗿𝗶𝗱𝗮𝘆 & 𝗦𝗮𝘁𝘂𝗿𝗱𝗮𝘆 – 𝟭𝟮 & 𝟭𝟯 𝗠𝗮𝗿𝗰𝗵, 𝟮𝟬𝟮𝟭. –––––––––––  𝗘𝗹𝗲𝗰𝘁𝗿𝗼𝗻𝗶𝗰 𝗪𝗶𝘇𝗮𝗿𝗱𝗿𝘆 • Registration Link: https://forms.gle/N4QK4yXRuAwanDF88 • Team Registration Fee: 150 BDT • Registration Deadline: 𝟭𝟭.𝟬𝟬 𝗣𝗠 - 𝟭𝟭 𝗠𝗮𝗿𝗰𝗵, 𝟮𝟬𝟮𝟭 (𝗜𝘁 𝘄𝗼𝗻’𝘁 𝗯𝗲 𝗲𝘅𝘁𝗲𝗻𝗱𝗲𝗱.)  This is the segment where you can go wild with your creativity in circuit designing skills. 𝟭𝟬.𝟬𝟬 𝗔𝗠, 𝟭𝟮 𝗠𝗮𝗿𝗰𝗵: Participants will be asked to design 5 circuits in a given time. The criteria that each circuit will require to be fulfilled will be sent via email to all participants. Participants are only required to have basic knowledge of electronics & simulations via Proteus to participate in this segment. [+] Team: Solo or 2 members. [+] Software: Proteus/Multisim [+] Solution Submission: Saved Files from Software should be submitted Via Google Forms provided on the event day. Video Instructions will be provided regarding the submission process. [+] Duration: Starting time 10.00 AM, 12 March, 2021. (Ending time won’t be disclosed now) [+] Evaluation Criteria: Design Approach, Feasibility, Circuit ""Readability"", Output Accuracy. –––––––––––  𝗧𝗲𝗰𝗵𝗻𝗼𝗖𝗔𝗗 • Registration Link: https://forms.gle/N4QK4yXRuAwanDF88 • Team Registration Fee: 150 BDT • Registration Deadline: 𝟭𝟭.𝟬𝟬 𝗣𝗠 - 𝟭𝟭 𝗠𝗮𝗿𝗰𝗵, 𝟮𝟬𝟮𝟭 (𝗜𝘁 𝘄𝗼𝗻’𝘁 𝗯𝗲 𝗲𝘅𝘁𝗲𝗻𝗱𝗲𝗱.)  𝟭𝟬.𝟬𝟬 𝗔𝗠, 𝟭𝟮 𝗠𝗮𝗿𝗰𝗵: Participants will be given a PDF of a sketch to implement in “Solidworks” or Fusion360 within 90 mins. The design should be submitted via Google Forms provided with the sketch.  [+] Software: Solidworks 2017 / Solidworks 2018 / Fusion360 [+] Solution Submission: Saved Files from Software should be submitted Via Google Forms provided on the event day. Video Instructions will be provided regarding the submission process. [+] Time Duration: 10.00 AM - 12.30 PM 12 March, 2021. [+] Team: Solo or 2 members. [+] Evaluation Criteria: Accuracy (Dimensional), Feasibility, Aesthetics –––––––––––  𝗗𝗮𝘁𝗮𝗧𝗵𝗿𝗼𝗻𝗲 • Registration Link: https://forms.gle/N4QK4yXRuAwanDF88 • Team Registration Fee: 150 BDT • Registration Deadline: 𝟭𝟭.𝟬𝟬 𝗣𝗠 - 𝟭𝟭 𝗠𝗮𝗿𝗰𝗵, 𝟮𝟬𝟮𝟭 (𝗜𝘁 𝘄𝗼𝗻’𝘁 𝗯𝗲 𝗲𝘅𝘁𝗲𝗻𝗱𝗲𝗱.)  𝟲.𝟬𝟬 𝗣𝗠, 𝟭𝟮 𝗠𝗮𝗿𝗰𝗵: Participants will be emailed a Dataset to Analyze & Visualize. They will have to use Jupyter Notebook/Lab to implement Machine Learning methods over it and prepare a neat & readable notebook. (Deep Learning will not be allowed.) The participants will have to submit the file via Google Form link provided with the Dataset. [+] Software: Python in Jupyter Notebook or JupyterLab / Google Colab [+] Time Duration: 6.00 PM, 12 March – 11.00 PM, 13 March. [+] Solution Submission: Saved Jupyter Notebook file needs to be submitted by a Google Forms Provided. Video Instructions will be provided regarding the submission process. [+] Game Style: Solo or up to 3 members. [+] Evaluation Criteria: Documentation, Data Analysis & Visualization Techniques, Accuracy. –––––––––––  𝗔𝗿𝘁𝗠𝗮𝗲𝘀𝘁𝗿𝗼 • Registration Link: https://forms.gle/N4QK4yXRuAwanDF88 • Team Registration Fee: 150 BDT • Registration Deadline: 𝟭𝟭.𝟬𝟬 𝗣𝗠 - 𝟭𝟭 𝗠𝗮𝗿𝗰𝗵, 𝟮𝟬𝟮𝟭 (𝗜𝘁 𝘄𝗼𝗻’𝘁 𝗯𝗲 𝗲𝘅𝘁𝗲𝗻𝗱𝗲𝗱.)  𝟭𝟬.𝟬𝟬 𝗔𝗠, 𝟭𝟮 𝗠𝗮𝗿𝗰𝗵: Participants will be given a 'Concept' on the morning of the event day. Artists will have 38 hours to make a digital art based on the given concept and post it on our Discord Server. [+] Software: Adobe Illustrator/Photoshop/relevant. [+] Time Duration: 2 days. [+] Team: Solo. [+] The masterpiece needs to be posted at our Discord Server. –––––––––––  𝗖𝗮𝘀𝗲 𝗦𝘁𝘂𝗱𝘆 • Registration Link: https://forms.gle/N4QK4yXRuAwanDF88 • Team Registration Fee: 150 BDT • Registration Deadline: 𝟭𝟭.𝟬𝟬 𝗣𝗠 - 𝟭𝟭 𝗠𝗮𝗿𝗰𝗵, 𝟮𝟬𝟮𝟭 (𝗜𝘁 𝘄𝗼𝗻’𝘁 𝗯𝗲 𝗲𝘅𝘁𝗲𝗻𝗱𝗲𝗱.) • Team Formation: Solo or up to 3 members. 𝟭𝟬.𝟬𝟬 𝗔𝗠, 𝟭𝟮 𝗠𝗮𝗿𝗰𝗵: Participants will be emailed a story/scenario which describes a problem in general. They will have to come up with brilliant ideas to solve it. More details will be shared later.  This will be a 2 Rounds Game. Initial Round: The participants will have to write a report within 700 words, identifying the problem and proposing a possible solution. Final Round: A total of 4 to 6 teams will be selected for this round where they will have to make a 5 to 8 minutes long presentation video of their proposed solution in more detail.",Video,2021-03-02 08:58:40,2637,2954,306,252,328,0,1419,1242,226,100,120,734,1046,5518,35093
1277547548992987_3820585731355810,"To enlighten the visual representation and analysis of data using the Microsoft Excel, AUST Innovation and Design Club (AUST IDC) organized a 2-hours long workshop entitled “Workshop On Data Visualization & Analysis using Excel”, in collaboration with Teach For Bangladesh (TFB).   The workshop took place on February 20, 2021 (Saturday) from 7.00 PM to 9.00 PM. The session was streamed via Zoom toward 80 selected participants, who registered free for this event beforehand.  Mr. Mrinmoy Sarker, currently serving the Teach For Bangladesh (TFB) as Deputy Manager of Fellowship Recruitment & Selection, conducted the workshop. He accomplished his Master's in Educational Leadership & School Development from BRAC University and pursued B.Tech. in Electrical Engineering at National Institute of Technology - NIT Durgapur, India.   The Workshop was designed to explore the depths of Excel in this age of Big Data, it’s utilization and analyzing data to visually construct a content that both technical and non-technical people can recognize. In this workshop, the participants were provided a clear hands-on experience about the data analysis tools related, but not limited to, the graphical representation of unassembled data. During the workshop the participants explored a range of techniques that they can utilize to increase revenues, cut costs, improve customer relationships, reduce risks and more. The knowledge they gathered from this workshop would help them to make their relevant activities easier.   The session started through a welcoming speech from Ms. Ishrakul Munzerin, General Secretary of AUST Innovation & Design Club. After a brief introduction of the speaker, the session started.  Mr. Mrinmoy Sarker commenced the workshop with an ice-breaking session by interacting with the participants and providing them valuable counsel on the applications of Excel in the job industry. The workshop was task-based and the instructor aptly directed the session so the participants were able to learn the tool for Data Analysis, Visual Representation of Data and Information Management.  In the later portion, Mr. Sarker handed out some exercises to the participants for practicing and presented an extensive overview of Teach For Bangladesh (TFB), its goal, mission and vision. The participants were inspired to take a deeper look into the fight against the education inequality in Bangladesh.   Mr. Abdur Rahman Showrov, Joint Secretary of AUST IDC and Ambassador of Teach For Bangladesh concluded the event with a short speech keeping the hope of having more collaborations in future.  Overall, the workshop was interactive and well-designed to meet the demand of students accurately. AUST Innovation and Design Club is grateful to Teach For Bangladesh. The Club expresses its gratitude to the honorable instructor for his precious time and effort to conduct such a well-structured training session.",Photo,2021-02-24 09:19:43,1808,2040,165,106,143,1,1685,1458,150,0,0,0,0,0,0
1277547548992987_3810522799028770,"'অ আ ক খ' তেই শুরু আমার কথার,আমার বাংলা ভাষার।  যাদের আত্মত্যাগে আজ আমরা বাংলায় কথা বলি,যাদের রক্তের বিনিময়ে পেয়েছি এই বাংলা ভাষা বায়ান্নোর সেই ভাষা শহিদদের জানাই অংসখ্য শ্রদ্ধা ও ভালোবাসা।  'AUST IDC' এর পক্ষ থেকে সকলকে 'আন্তর্জাতিক মাতৃভাষা দিবস' এর শুভেচ্ছা।",Photo,2021-02-21 00:04:42,1646,1770,94,24,26,0,1078,975,81,0,0,0,0,0,0
1277547548992987_3779008558846861,"AUST Innovation and Design Club (AUST IDC) is delighted to announce that Teach For Bangladesh (TFB) is back again with their recruitment campaign for the graduating students of AUST for their 2022 Fellowship Program! We are honored to be a part of it.   𝗥𝗲𝗴𝗮𝗿𝗱𝗶𝗻𝗴 𝘁𝗵𝗲 𝗧𝗲𝗮𝗰𝗵 𝗙𝗼𝗿 𝗕𝗮𝗻𝗴𝗹𝗮𝗱𝗲𝘀𝗵 𝗙𝗲𝗹𝗹𝗼𝘄𝘀𝗵𝗶𝗽: The Teach For Bangladesh Fellowship offers a 2-year Leadership Development journey unlike any other program in Bangladesh. TFB Fellows are placed in Chattogram and Dhaka to teach underprivileged students full-time in physical and/or virtual classrooms.   Through teaching, Fellows transform their own vision, values, and leadership capacity and unlock their own potential as change-makers, impacting hundreds of lives across marginalized communities. As Alumni of this internationally recognized program, they continue to drive innovation and change inside and outside the education sector, drawing inspiration and insight from their experience as teachers in under-resourced classrooms.   This is why we encourage the eligible ones to apply for the TFB Fellowship program: t.ly/E8rl  Join this global movement for educational equity to #KeepBangladeshLearning and create a future where all children can attain an excellent education.   𝗥𝗲𝗴𝗶𝘀𝘁𝗲𝗿 𝗳𝗼𝗿 𝘁𝗵𝗲 𝟮𝟬𝟮𝟮 𝗧𝗲𝗮𝗰𝗵 𝗙𝗼𝗿 𝗕𝗮𝗻𝗴𝗹𝗮𝗱𝗲𝘀𝗵 𝗙𝗲𝗹𝗹𝗼𝘄𝘀𝗵𝗶𝗽 𝗮𝗻𝗱 𝘀𝘂𝗯𝗺𝗶𝘁 𝘆𝗼𝘂𝗿 𝗮𝗽𝗽𝗹𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗯𝘆 𝗠𝗮𝗿𝗰𝗵 𝟭𝟮, 𝟮𝟬𝟮𝟭.  Registration: www.teachforbangladesh.org/register",Photo,2021-02-09 04:58:05,3201,3628,106,56,73,0,1141,974,62,0,0,0,0,0,0
1277547548992987_3771393356275048,"• Application Link: https://forms.gle/W1tePA9VfCfetUAd8 -----------------------------  ""Your Campus, Your Club (YCYC)"", one of the coolest initiatives taken by AUST Innovation & Design Club is back once again for this semester! ✨  The YCYC Campaign will give you the opportunity to connect yourself directly to your very own AUST IDC! Sounds cool, right? But, how does it work? 🤔  Often you may hear that AUST IDC is the biggest and only tech-biz club run by the 'Group of Elites' within our university arena, but have you ever felt that IDC should come up with a program/event in accordance to your desire? And, what if we give you that privilege? 😉  YES! AUST IDC is iterating the YCYC Campaign in which you may participate simply by putting an application via Google Form. You can fill up the form as many times as you want till the end of this campaign.  When the YCYC Campaign ends, the most effective applicant(s) will receive recognition as Campaign Contributor(s) from AUST Innovation & Design Club. 🏅  Since AUST is your Campus; do also believe that IDC is YOUR CLUB! We are here FOR YOU! Are you there? 😃  ------------------------ • Application Link: https://forms.gle/W1tePA9VfCfetUAd8 ------------------------  #YCYC #YourCampusYourClub #YCYCbyAUSTIDC #AUST #IDC #AUSTIDC #WhereMindsCollide #GroupOfElites",Photo,2021-02-06 05:27:25,4902,5440,320,277,327,1,2815,2276,257,0,0,0,0,0,0
1277547548992987_3761257643955286,"Today is a sad day for AUST IDC as our Honorable Treasurer of AUST IDC, Md. Istiaque Rahman Sir has just left Bangladesh for a new journey in the USA, as an RA at the University of Notre Dame.   His contributions to AUST IDC continued since the day, the club had formed & it would be impossible for AUST IDC to come this far without his constant support in every possible way. The road has not been easy and full of obstacles. It was very easy to get lost. All those dark times would have been impossible to overcome without Ishtiaque Rahman Sir. Sir has always been beside his students against all the odds. We will forever cherish all our memories and guidance from him. We are grateful to him for his mentorship.   We will truly miss him.  May this new journey be full of amazing experiences & success for you, Sir.",Photo,2021-02-02 09:00:02,4848,5317,560,328,371,0,3469,3154,429,0,0,0,0,0,0
1277547548992987_3758476860900031,"On the 30th January of 2021, AUST Innovation and Design Club organized a two hours long Hands-on Workshop on Game Development using Unity. The session was held using Zoom, from 7 PM to 9 PM (Bangladesh Std. Time). Almost 100 participants were given the opportunity to join the session due to slot constraints, altho the number of registrations were double in number.   The session delved into the endless possibilities of Game Development and how to get started with it. The session was designed to give the participants a clear idea about Unity and Game development methodologies.  Mr. Shamit Ahmed, instructed the workshop. He is currently a Game developer at Free Pixel Games. He graduated from AUST, CSE Department (35th Batch). He also served as Joint-Secretary of AUST Innovation & Design Club.  The event created a lot of buzz among the students. Nearly 200 Students registered, however we only had 100 seat slots. Therefore, only 100 participants were allowed to attend the event, prioritizing the students of CSE department. Only 41% of the total applicants were allowed to join the event among total registrations.",Photo,2021-02-01 07:29:23,1820,1990,132,78,97,0,1745,1615,125,0,0,0,0,0,0
1277547548992987_3750606248353759,"Important Notice: Candidates who get selected for any workshop this semester, but fail to join the event will be blacklisted.  Blacklisted candidates will not be allowed to participate in any other AUST IDC events of Spring'20 semester.   Selected candidates for the ""Game Development using Unity"" workshop will be emailed tonight with all necessary software installation instructions via email.",Photo,2021-01-29 05:37:37,3081,3842,119,60,77,0,2314,1693,107,0,0,0,0,0,0
1277547548992987_3747859415295109,"The General Member Recruitment Campaign of AUST Innovation & Design Club for Spring20 has been closed. We are proud to have more than 700 young and bright minds with us this campaign, breaking all the records of past despite all the obstacles & barriers.  A warm welcome to AUST Innovation & Design Club, where minds collide.",Photo,2021-01-28 05:18:39,3732,4353,176,103,148,0,2443,2033,145,0,0,0,0,0,0
1277547548992987_3739819976099053,"Apply: https://forms.gle/pMPg4ZUxfLUwzFKt5 ------------------ As announced before, we will not allow non-members to participate in any ""exclusive"" catagory events of of AUST IDC. If you have forgotten or lost your memership ID, this is the chance to reclaim it.   Make sure you reclaim and receive you ID ASAP, as we will launch our exciting workshops for this semester sooner than you think! And, we are quite certain that you will be willing to join it. So, Hurry up.",Photo,2021-01-25 08:44:41,7977,11924,349,295,395,0,5704,3274,276,0,0,0,0,0,0
1277547548992987_3737084433039274,"Call for Sub-committee Members (Spring'20) Apply: https://forms.gle/GNorE7dnt883DyPaA  Deadline: 11:59PM, 26th January 2021 ------------------- Are you enrolled in any semester between 2.1 to 3.2?  Are you an artist, designer, programmer, event planner, photographer, film-maker, electronic wizard, CAD designer, webmaster, developer, or an individual who confidently stands out with any particular technical or interpersonal skill?   Do you think different and love to make things ""happen""? Do you think you can contribute to the biggest club of AUST and join in the group of elites?  Wait no more, the opportunity has come! Apply for AUST IDC today and become a part of the legacy.",Photo,2021-01-24 08:40:18,7251,8878,269,215,348,0,4105,2896,231,0,0,0,0,0,0
1277547548992987_3734103300004054,"Reminiscing the Executive Body of Fall'19.  It would be impossible to count all the ways how Dr. Bobby Barua Sir & Md. Ishtiaque Rahman Sir, have supported and guided us, whenever we found ourselves in challenging situations. In the unsure times, their collaborative support was crucial in organizing and maintaining the flow of the club activities.  We had countless amazing memories and achieved alot with the team. The contribution of this team to the club is undeniable. Their leadership & skills have inspired newer generation to make a difference. We will truly miss their presence among us.  Thank you for everything.",Photo,2021-01-23 07:18:11,7107,8212,418,285,460,0,4165,3493,331,0,0,0,0,0,0
1277547548992987_3699144080166643,"Event Link: https://www.facebook.com/events/710340996292403/  Are you a part of the biggest and only technical club of AUST?   If not, the General Membership Recruitment Drive for the Spring 2020 has been opened. This time, the recruitment drive is too much crucial for AUST students, because the Club has stood onto a firm decision to make all of its training programs, mentoring sessions and workshops 'exclusive' to the General Members only.  The vast vision of this club is to create a common ground of all departments’ students and let their mighty brains collide. The Club has no departmental barrier or restriction as students from any department/semester can haul a life-time club membership.  • How to be a General Member of AUST IDC? - Pay 100 BDT to via bKash/Rocket/Nagad - Fill up the Registration Form. Done!  • Registration Link: https://cutt.ly/IjxiaO2 • Membership Fee: 100 BDT.  • Where to send the Fee? - bKash: 01307802543 - Nagad: 01307802543 - Rocket: 015214076593  The registration form will be closed at 11.59 PM - 20 January, 2021. Don't standstill, don't miss the chance to be a part of the club heritage!  For more details about us, visit: https://sites.google.com/view/austidcgmr  #AUST #IDC #AUSTIDC #WhereMindsCollide #TheGroupOfElites #DontStandStill",Video,2021-01-10 06:15:07,8743,12890,1011,900,1331,0,5296,2772,489,309,361,2819,4381,5679,44928
1277547548992987_3693227967424921,"Want to have a unique marketing experience? The opportunity is yours to grab!   Participate in Savsol Lubricants Presents Connect 2021, organized by IUB E-Business Club.   Less than 24 hours left to Register! • Reg. Link: https://forms.gle/k6b1tuHU7fKT6DLj8  #IUBEBC #SavsolBangladesh #SavsolLubricants #MakeIdeasResonate #CONNECT",SharedVideo,2021-01-08 00:43:12,1129,1523,25,18,21,1,1088,737,21,0,0,116,132,0,33600
1277547548992987_3691109687636749,Important Announcement: General Member Recruitment Campaign will start from next week.   Non-members shall be RESTRICTED from participating in all the Exclusive events of Spring 2020.,Photo,2021-01-07 06:03:45,10273,15404,426,285,474,0,6182,3324,262,0,0,0,0,0,0
1277547548992987_3687364214677963,AUST Innovation and Design Club is happy to forward this opportunity to all AUST students.  All interested individuals can apply through this form: https://forms.gle/bH6wSztbbLyPe3Rq9,SharedVideo,2021-01-06 03:47:40,1053,1332,43,38,51,0,986,738,40,0,0,106,114,0,10112
1277547548992987_3681508591930192,"AUST Innovation and Design Club organized two hours long online session entitled “3D Printing 101: Peeking into the World of 3D Printing”. The session was held using Zoom on the 2nd, 2021(Saturday) from 7 PM to 9 PM (Bangladesh Std. Time). The session delved into the endless possibilities that Additive manufacturing offers and the revolutionary change in the existing industries.   The session was designed to give the participants a clear idea about the 3D printing technology and its dramatic influence which eventually will guide newcomers to learn about the current industry and dive into the endless possibilities of additive manufacturing.   Mr. Arafat Mohiv Munna, the CEO of “3D Printing Hub” and the only current student of AUST in possession of “Certified Solidworks Associate” certification conducted the session. He shared his experiences of countless collaborations with renowned companies regarding 3D printing services.   The event created a lot of buzz among the students of AUST and it was evident with a massive 5.1k people reach throughout different online mediums and recorded 80+ registration responses. Around half of the students who registered were invited to participate in this session. The session was successfully managed by AUST Innovation and Design Club Committee members and the participants were able to gather a plethora of knowledge.",Photo,2021-01-03 21:38:20,1240,1485,25,7,7,0,1201,955,23,0,0,0,0,0,0
1277547548992987_3673753139372404,"The journey of a Full Moon ends by showering the nature with its beautiful & mesmerizing white light even in the darkest of nights. However, that journey always begin within the darkness as New Moon.  May 2021 enable us all to reach our fullest potential overcoming all obstacles & darkness.  Happy New Year to all our Honorable Faculties, Members & Executives.  #AUST #IDC #AUSTIDC #WhereMindsCollide #TheGroupOfElites",Photo,2020-12-31 20:00:04,4061,4767,164,55,68,1,2443,2011,127,0,0,0,0,0,0
1277547548992987_3665384176875967,"• Schedule: 7.00 PM (Bangladesh Std. Time) • Date: Saturday, 2 January, 2021 • Channel: Zoom; the access link will be provided later via Email. Reg. Link: https://docs.google.com/forms/d/1ROuGFLNGYBgjr7GqhX9HuspVvnPC3xNMa-wHzLXCvN4/  Registration Deadline: 1 January, 2021  Important: The general membership recruitment drive for the year 2021 will open soon within a few days. In the nearest future, all of the AUST IDC programs will  strictly be ‘exclusive’ for the club members only.",Link,2020-12-28 08:45:30,858,1014,20,14,19,0,786,632,18,0,0,0,0,0,0
1277547548992987_3658057227608662,Wishing all our christian friends a safe and happy Christmas!,Photo,2020-12-25 06:02:32,925,1089,20,3,3,1,880,724,19,0,0,0,0,0,0
1277547548992987_3653023391445379,How can you boost your employability by joining Teach for Bangladesh's Campus Ambassador program at #TeachForBangladesh? Learn more and apply today!👉 https://www.tfaforms.com/4873000,Photo,2020-12-23 04:38:56,809,932,14,11,12,0,745,628,14,0,0,0,0,0,0
1277547548992987_3634869956594056,"৩০ লক্ষ শহীদের রক্তের বিনিময়ে, বিজয়ের মধ্যদিয়ে সূচনা হয়েছিল যে স্বপ্নের বাংলাদেশের, তাকে আরো সমৃদ্ধ এবং গৌরবময় করার দ্বায়িত্ব আমাদের সবার।  সবাইকে বিজয় দিবসের শুভেচ্ছা। বায়ান্ন, একাত্তর কিংবা ভবিষ্যৎ; বিজয় সর্বদা দেশপ্রেমিকের।",Photo,2020-12-16 04:06:25,2158,2445,75,17,18,0,1322,1138,59,0,0,0,0,0,0
1277547548992987_3584363348311384,"'Digi Thor roadshow with Aust' organized by RedDot Digital Limited has been conducted yesterday evening from 6.00 PM to 7.30 PM. RedDot Digital Limited is an IT & digital company. It is a sister concern of Robi Axiata. RedDot Digital Limited. The company is looking for some young programming enthusiasts. At this seminar, 100 participants were present from all departments of AUST. The criteria for this competition will be held in two steps. After completing the registration before 10 December 2020, the participants will be given a ‘multiple choice question’ examination of ten minutes. There will be 15 questions. Among all participants, the top 40-50 participants all over the country will be selected. They will be able to work with RedDot Digital Limited & will get job opportunities as well.  🔰Registration deadline: 10 December 2020  🔰Registration link: https://reddotjobs.robicareer.com/",Photo,2020-11-27 06:12:42,1324,1614,52,47,64,0,1304,1043,47,0,0,0,0,0,0
1277547548992987_3471019512979102,"Deadline to register is TOMORROW!  If you are in either one of your last 2 years of University education and want a pathway for:  1) Global exposure and funded trip to UK for representing Bangladesh 2) Chance to be fast-tracked to final assessment of career opportunities at RB 3) Prize money worth BDT 1.8 Lakhs  Then what are you waiting for? Register now with a team of 2-3 members!  To register, please visit: https://rbglobalchallenge.com/bangladesh and click on ""Register Now"".  Registration Deadline: 11:59 pm, 18th October, 2020.   For any further query, feel free to contact RB Campus Ambassador - Salman Khair (facebook.com/salman.khair.5)",Photo,2020-10-17 08:11:23,762,901,7,4,4,0,677,550,7,0,0,0,0,0,0
1277547548992987_3467535573327496,"Hear about the prestigious global finale and the journey of being the global champions live from team ""Who Dis"", Global Challenge 2019 National and Global Winners from Bangladesh!  The live session will start at 8:05 PM today on this link. Click on ""Get Reminder"" to receive notification about this session.  To register, please visit: https://rbglobalchallenge.com/bangladesh and click on ""Register Now"".  For any further query feel free to contact Salman Khair (facebook.com/salman.khair.5), RB - AUST Campus Ambassador.",Status,2020-10-16 02:05:24,634,726,4,3,3,0,539,456,4,0,0,0,0,0,0
1277547548992987_3446951235385930,"To know more about RB Global Challenge and How Global Challenge can shape your career at RB, tune in to Discover RB Bangladesh at 8:00 pm on 11 October, 2020!  RB Global Challenge 2018 National Winners, Nurul Samnan Rafeed and Farhan Karim will be sharing their insights and their stories in this interactive session.  For any further query, feel free to ping RB - AUST Campus Ambassador: Salman Khair.",SharedVideo,2020-10-09 02:25:41,654,758,10,7,8,0,590,492,10,0,0,53,54,0,15145
1277547548992987_3425382470876140,"Registration window of RB Global Challenge is now OPEN!  Make a team of 2-3 members and register your team! Team Leader will register first and send invites to the other team members. Accordingly, the invited team members will have to register as well from the invitation. That is, all team members have to individually register but team leader will initiate with first registering with team name and by inviting others.   Every team member has to upload their student ID cards and CVs in PDF or DOC format.   3rd and 4th Year Undergraduate student and students pursuing Graduate Degrees are eligible to apply.  Winner of National Finale will get 100K BDT Prize money and an all expenses paid trip to London to participate in the Global Finale!  1st and 2nd Runner-up will get BDT 50K and 30K respectively. Top 3 teams will get a chance to be fast-tracked to the final assessment stage of Management Trainee Program and other career opportunities at RB.  Registration deadline: 18th October, 2020.  To know more about what you can get from Global Challenge, the round details, timeline and eligibility criteria, please visit: https://rbglobalchallenge.com/bangladesh  If you have any further query, feel free to reach out Salman Khair (AUST Campus Ambassador of RB - Reckitt Benckiser).",SharedVideo,2020-10-02 07:00:42,488,563,8,5,6,0,400,340,8,0,0,16,16,0,115008
1277547548992987_3419141484833572,"The Result: Nin presents ""Spill the Ink""!!  ------------------------------ • Category: The Promising Writer ------------------------------  Congratulations to Nehal Mahmud Khan (Ahsanullah University of Science & Technology) for being selected as the Promising Writer of the competition!! 😁✨",Photo,2020-09-30 08:30:47,969,1148,26,13,17,0,888,719,24,0,0,0,0,0,0
1277547548992987_3418991018181952,"The Result: Nin presents ""Spill the Ink""!!  ------------------------------ • Segment: Non-Fiction ------------------------------  • Winner: Humayera Anjum | Jahangirnagar University • Runner-Up: Muhammad Saiful Alam Mandal | University of Dhaka  Congratulations!! 😁✨  ------------------------------ The 'Promising Writer' of the competition will be announced soon tonight! 😃",Photo,2020-09-30 06:57:22,2149,2611,316,194,304,0,1047,846,56,0,0,0,0,0,0
